User,post_id,Reaction Type,Reaction Date,User2_reacted
222,11938,Comment,"2020/04/29, 16:17:38",814
833,6814,Emoticon,"2020/04/29, 16:12:38",99
725,9917,Emoticon,"2020/04/29, 17:09:55",334
400,6528,Comment,"2020/04/29, 17:19:14",801
74,3914,Like,"2020/04/29, 17:40:12",279
634,11679,Emoticon,"2020/04/29, 16:48:55",437
87,5798,Like,"2020/04/29, 17:11:35",273
814,5856,Emoticon,"2020/04/29, 16:41:28",116
674,1308,Comment,"2020/04/29, 17:02:50",818
988,4839,Like,"2020/04/29, 17:29:49",984
727,8187,Emoticon,"2020/04/29, 16:15:02",875
728,10373,Emoticon,"2020/04/29, 17:57:52",966
736,2949,Comment,"2020/04/29, 17:44:01",153
821,2228,Like,"2020/04/29, 17:12:49",835
666,6564,Comment,"2020/04/29, 17:21:28",440
837,7096,Comment,"2020/04/29, 17:16:32",350
616,12031,Comment,"2020/04/29, 16:45:14",128
887,5057,Comment,"2020/04/29, 16:51:23",81
753,13129,Emoticon,"2020/04/29, 16:36:01",175
700,12064,Emoticon,"2020/04/29, 17:53:41",857
549,9778,Emoticon,"2020/04/29, 17:13:18",903
681,10399,Emoticon,"2020/04/29, 16:19:56",728
641,9596,Like,"2020/04/29, 17:05:49",698
685,11961,Comment,"2020/04/29, 18:05:59",444
592,12322,Like,"2020/04/29, 15:56:05",156
710,11766,Emoticon,"2020/04/29, 16:15:10",172
709,1985,Emoticon,"2020/04/29, 16:29:03",21
753,4171,Comment,"2020/04/29, 16:47:17",587
649,13778,Comment,"2020/04/29, 16:55:45",469
741,7698,Comment,"2020/04/29, 16:47:39",196
812,11206,Comment,"2020/04/29, 16:54:54",526
653,12614,Like,"2020/04/29, 17:36:51",247
17,12448,Comment,"2020/04/29, 17:43:17",49
815,2070,Like,"2020/04/29, 16:04:16",687
812,11585,Like,"2020/04/29, 16:14:14",657
662,9776,Like,"2020/04/29, 16:52:29",650
270,10883,Emoticon,"2020/04/29, 17:26:36",710
738,11621,Like,"2020/04/29, 16:38:12",630
620,7318,Like,"2020/04/29, 16:14:07",200
11,12607,Like,"2020/04/29, 17:28:13",767
679,1874,Comment,"2020/04/29, 16:27:17",379
667,4757,Comment,"2020/04/29, 16:57:48",607
187,5009,Emoticon,"2020/04/29, 17:19:30",127
167,1429,Like,"2020/04/29, 16:18:36",275
719,4056,Comment,"2020/04/29, 16:18:30",545
270,6610,Comment,"2020/04/29, 16:02:36",238
921,3491,Comment,"2020/04/29, 16:58:08",710
731,1631,Comment,"2020/04/29, 18:01:11",517
658,2067,Like,"2020/04/29, 16:21:04",28
808,11532,Emoticon,"2020/04/29, 16:47:50",498
693,10734,Comment,"2020/04/29, 16:51:41",553
753,7111,Like,"2020/04/29, 17:17:15",1000
204,13415,Comment,"2020/04/29, 16:44:39",765
703,4465,Like,"2020/04/29, 17:25:06",68
644,10031,Comment,"2020/04/29, 17:01:32",690
812,11273,Emoticon,"2020/04/29, 16:44:34",388
713,3031,Comment,"2020/04/29, 17:25:15",460
516,13126,Comment,"2020/04/29, 16:58:04",926
285,1392,Like,"2020/04/29, 16:52:13",633
118,11758,Like,"2020/04/29, 17:08:45",908
105,12258,Emoticon,"2020/04/29, 16:37:51",264
74,4015,Emoticon,"2020/04/29, 17:17:40",733
689,9453,Emoticon,"2020/04/29, 17:45:09",886
139,5584,Emoticon,"2020/04/29, 16:53:27",183
639,3724,Like,"2020/04/29, 16:53:54",638
698,6009,Like,"2020/04/29, 17:35:54",157
415,7572,Like,"2020/04/29, 17:01:32",208
690,9790,Emoticon,"2020/04/29, 16:57:47",360
662,2964,Emoticon,"2020/04/29, 16:40:07",524
395,3020,Emoticon,"2020/04/29, 17:28:24",598
604,2469,Like,"2020/04/29, 17:12:26",219
736,9907,Emoticon,"2020/04/29, 17:48:31",716
736,5620,Emoticon,"2020/04/29, 16:53:50",844
716,9750,Comment,"2020/04/29, 17:31:09",862
771,6616,Like,"2020/04/29, 17:01:20",389
974,11448,Emoticon,"2020/04/29, 17:14:15",56
788,13423,Emoticon,"2020/04/29, 16:46:50",938
642,4194,Comment,"2020/04/29, 17:28:35",67
720,10115,Like,"2020/04/29, 17:50:23",152
682,12384,Like,"2020/04/29, 17:13:20",979
595,13442,Emoticon,"2020/04/29, 16:43:02",27
821,10757,Emoticon,"2020/04/29, 16:30:03",894
698,12492,Comment,"2020/04/29, 17:20:52",60
592,7785,Emoticon,"2020/04/29, 17:55:32",751
164,9697,Like,"2020/04/29, 15:28:34",98
661,8681,Like,"2020/04/29, 17:24:22",652
689,6624,Emoticon,"2020/04/29, 17:38:54",601
591,10248,Like,"2020/04/29, 16:30:36",791
74,6939,Emoticon,"2020/04/29, 17:21:46",603
71,4410,Like,"2020/04/29, 18:02:19",528
678,3462,Emoticon,"2020/04/29, 17:04:15",658
737,7322,Comment,"2020/04/29, 17:28:02",298
661,6505,Emoticon,"2020/04/29, 17:14:59",387
722,13980,Comment,"2020/04/29, 17:07:42",153
423,3595,Emoticon,"2020/04/29, 16:57:22",509
665,12835,Like,"2020/04/29, 18:06:43",20
400,12194,Comment,"2020/04/29, 16:50:42",708
988,5687,Like,"2020/04/29, 17:07:16",301
676,2539,Emoticon,"2020/04/29, 17:50:13",531
944,12140,Like,"2020/04/29, 17:32:37",603
465,7963,Comment,"2020/04/29, 16:26:41",269
167,11057,Like,"2020/04/29, 16:50:00",183
400,8995,Comment,"2020/04/29, 17:37:48",68
691,8073,Like,"2020/04/29, 17:24:53",102
160,2355,Like,"2020/04/29, 17:29:36",410
931,9459,Emoticon,"2020/04/29, 16:48:37",910
729,1842,Emoticon,"2020/04/29, 16:58:58",421
691,9780,Emoticon,"2020/04/29, 17:06:34",459
792,2922,Comment,"2020/04/29, 17:44:27",603
833,9539,Comment,"2020/04/29, 16:49:40",332
677,5869,Like,"2020/04/29, 17:56:31",635
465,5093,Comment,"2020/04/29, 17:10:07",72
74,10563,Like,"2020/04/29, 16:31:41",336
697,2615,Emoticon,"2020/04/29, 17:05:38",604
731,12935,Like,"2020/04/29, 16:22:25",356
974,5780,Like,"2020/04/29, 15:57:40",838
11,8042,Comment,"2020/04/29, 16:13:31",954
71,4842,Emoticon,"2020/04/29, 17:03:46",388
105,10749,Like,"2020/04/29, 16:35:16",278
723,1549,Emoticon,"2020/04/29, 17:24:48",778
695,12463,Like,"2020/04/29, 17:23:17",488
709,10167,Comment,"2020/04/29, 16:21:20",278
395,7941,Emoticon,"2020/04/29, 16:17:09",265
521,13326,Like,"2020/04/29, 17:17:07",876
833,12634,Like,"2020/04/29, 17:13:58",871
697,4091,Like,"2020/04/29, 16:21:38",918
887,12665,Comment,"2020/04/29, 15:58:17",749
887,6281,Comment,"2020/04/29, 16:46:21",333
686,13679,Comment,"2020/04/29, 16:56:14",969
742,5767,Comment,"2020/04/29, 17:23:31",859
678,4460,Comment,"2020/04/29, 17:12:41",261
730,11530,Comment,"2020/04/29, 17:20:18",201
164,2383,Emoticon,"2020/04/29, 17:51:54",532
706,3220,Comment,"2020/04/29, 17:20:40",235
118,2197,Like,"2020/04/29, 16:58:57",230
738,5126,Like,"2020/04/29, 16:50:42",346
707,5208,Comment,"2020/04/29, 16:26:38",1000
241,7498,Emoticon,"2020/04/29, 16:50:19",105
679,8755,Like,"2020/04/29, 17:06:51",485
378,1099,Like,"2020/04/29, 16:48:36",29
676,10837,Comment,"2020/04/29, 16:29:30",141
837,9845,Comment,"2020/04/29, 17:13:04",284
648,6447,Comment,"2020/04/29, 17:22:46",820
640,13930,Comment,"2020/04/29, 16:34:47",949
400,9207,Emoticon,"2020/04/29, 16:06:05",88
652,12941,Like,"2020/04/29, 16:26:37",21
667,13665,Emoticon,"2020/04/29, 17:30:38",76
712,11813,Comment,"2020/04/29, 17:36:49",776
753,11257,Comment,"2020/04/29, 16:50:29",460
634,8197,Emoticon,"2020/04/29, 16:41:56",756
740,9369,Comment,"2020/04/29, 17:04:05",847
145,3013,Like,"2020/04/29, 16:49:58",136
642,5123,Like,"2020/04/29, 17:01:19",382
558,4963,Like,"2020/04/29, 16:57:33",311
124,6242,Like,"2020/04/29, 17:19:51",228
667,7824,Emoticon,"2020/04/29, 17:55:32",859
640,11406,Emoticon,"2020/04/29, 15:50:01",474
821,10961,Like,"2020/04/29, 17:28:51",109
647,3991,Like,"2020/04/29, 17:26:54",235
595,7521,Like,"2020/04/29, 16:40:44",159
273,1203,Emoticon,"2020/04/29, 17:06:20",87
160,6263,Comment,"2020/04/29, 17:01:41",731
249,8819,Emoticon,"2020/04/29, 17:02:10",810
611,8456,Comment,"2020/04/29, 16:37:49",845
753,12484,Like,"2020/04/29, 17:23:01",644
641,6643,Emoticon,"2020/04/29, 16:50:47",867
703,7555,Emoticon,"2020/04/29, 16:03:13",454
731,6722,Like,"2020/04/29, 16:25:35",456
681,10426,Like,"2020/04/29, 17:46:13",162
729,4998,Like,"2020/04/29, 17:39:12",136
715,5993,Like,"2020/04/29, 16:52:55",982
728,2288,Emoticon,"2020/04/29, 16:30:47",613
931,1038,Emoticon,"2020/04/29, 17:21:54",33
732,8128,Emoticon,"2020/04/29, 17:11:21",296
65,7441,Like,"2020/04/29, 16:52:20",839
665,5749,Emoticon,"2020/04/29, 17:29:47",470
508,3372,Like,"2020/04/29, 16:37:24",461
71,3990,Emoticon,"2020/04/29, 16:58:27",388
717,5719,Like,"2020/04/29, 17:42:21",194
661,9095,Like,"2020/04/29, 17:26:09",64
724,1084,Comment,"2020/04/29, 17:07:10",865
699,11058,Like,"2020/04/29, 17:21:18",475
689,13048,Comment,"2020/04/29, 16:32:57",448
124,1293,Like,"2020/04/29, 15:49:20",591
670,13036,Comment,"2020/04/29, 16:15:30",653
707,7084,Comment,"2020/04/29, 15:47:03",787
677,7875,Emoticon,"2020/04/29, 16:11:29",795
676,1446,Like,"2020/04/29, 17:50:11",256
921,1323,Comment,"2020/04/29, 16:33:01",619
702,11249,Like,"2020/04/29, 16:58:05",568
734,7093,Emoticon,"2020/04/29, 16:39:19",261
931,3371,Like,"2020/04/29, 17:03:36",142
466,8620,Emoticon,"2020/04/29, 16:28:45",968
705,4428,Like,"2020/04/29, 17:33:07",449
921,7050,Emoticon,"2020/04/29, 16:30:17",106
921,2131,Like,"2020/04/29, 16:52:00",465
415,5982,Emoticon,"2020/04/29, 16:43:20",204
719,1544,Emoticon,"2020/04/29, 16:29:16",164
603,10094,Emoticon,"2020/04/29, 17:16:14",129
686,5283,Like,"2020/04/29, 16:37:46",86
930,14117,Emoticon,"2020/04/29, 16:24:19",259
141,6679,Comment,"2020/04/29, 17:10:25",586
66,1650,Comment,"2020/04/29, 15:55:53",708
241,4803,Comment,"2020/04/29, 17:43:45",184
721,13021,Comment,"2020/04/29, 16:51:50",77
662,5687,Comment,"2020/04/29, 15:58:42",543
11,11354,Emoticon,"2020/04/29, 16:20:02",674
915,12782,Emoticon,"2020/04/29, 18:31:04",191
395,7012,Comment,"2020/04/29, 16:25:08",422
69,4277,Comment,"2020/04/29, 17:05:12",697
67,2443,Comment,"2020/04/29, 16:51:18",859
643,3352,Comment,"2020/04/29, 16:53:24",548
714,3985,Like,"2020/04/29, 17:24:09",298
730,5328,Like,"2020/04/29, 17:09:44",177
509,6097,Like,"2020/04/29, 17:18:26",884
473,12359,Comment,"2020/04/29, 17:20:54",873
683,2356,Emoticon,"2020/04/29, 17:02:14",347
737,5302,Emoticon,"2020/04/29, 17:40:32",622
65,7053,Comment,"2020/04/29, 18:03:14",269
67,7795,Comment,"2020/04/29, 17:46:33",637
592,1084,Emoticon,"2020/04/29, 16:38:40",752
525,8127,Comment,"2020/04/29, 17:04:02",774
695,12131,Comment,"2020/04/29, 18:12:36",674
698,13935,Emoticon,"2020/04/29, 16:29:37",133
930,5058,Like,"2020/04/29, 16:58:50",433
558,10070,Comment,"2020/04/29, 16:28:53",107
697,2626,Emoticon,"2020/04/29, 17:36:27",328
694,10751,Comment,"2020/04/29, 18:03:08",564
658,2988,Emoticon,"2020/04/29, 16:38:52",441
641,6930,Emoticon,"2020/04/29, 16:44:34",914
702,9301,Comment,"2020/04/29, 17:22:25",998
595,5207,Emoticon,"2020/04/29, 17:51:36",815
720,5692,Comment,"2020/04/29, 17:20:50",682
13,2092,Like,"2020/04/29, 17:54:10",328
96,10845,Emoticon,"2020/04/29, 17:22:35",750
400,8615,Comment,"2020/04/29, 16:46:33",284
642,5224,Like,"2020/04/29, 17:00:30",909
264,11748,Like,"2020/04/29, 16:56:18",753
658,12692,Like,"2020/04/29, 17:31:18",908
681,5992,Emoticon,"2020/04/29, 17:39:22",409
662,4328,Emoticon,"2020/04/29, 16:49:51",217
603,2943,Comment,"2020/04/29, 16:44:46",922
642,4947,Like,"2020/04/29, 17:10:44",180
509,12103,Comment,"2020/04/29, 17:20:09",550
635,1463,Comment,"2020/04/29, 16:58:48",238
741,2009,Comment,"2020/04/29, 17:18:26",857
705,12445,Like,"2020/04/29, 16:37:15",301
720,12652,Like,"2020/04/29, 17:24:34",678
67,3618,Emoticon,"2020/04/29, 17:18:49",568
719,5285,Emoticon,"2020/04/29, 17:07:57",391
974,8828,Emoticon,"2020/04/29, 17:43:13",311
7,5534,Emoticon,"2020/04/29, 17:29:45",371
74,5893,Like,"2020/04/29, 17:46:17",119
715,7450,Emoticon,"2020/04/29, 16:53:33",844
735,7610,Comment,"2020/04/29, 16:39:36",768
639,2948,Like,"2020/04/29, 15:54:48",580
650,9326,Emoticon,"2020/04/29, 17:08:56",287
67,12082,Emoticon,"2020/04/29, 17:29:34",583
712,7881,Emoticon,"2020/04/29, 15:54:12",249
67,13378,Comment,"2020/04/29, 17:05:13",754
808,4859,Comment,"2020/04/29, 18:32:37",477
808,3143,Like,"2020/04/29, 16:32:03",357
508,11107,Comment,"2020/04/29, 16:10:58",893
700,8453,Emoticon,"2020/04/29, 16:22:59",94
742,11440,Like,"2020/04/29, 18:29:41",834
71,2051,Emoticon,"2020/04/29, 17:38:48",845
313,3529,Like,"2020/04/29, 16:31:47",712
701,13576,Like,"2020/04/29, 17:03:11",870
657,2672,Emoticon,"2020/04/29, 17:00:52",29
930,3777,Emoticon,"2020/04/29, 17:17:31",627
273,8304,Comment,"2020/04/29, 17:12:52",869
694,13765,Comment,"2020/04/29, 16:43:36",555
657,10955,Comment,"2020/04/29, 17:08:25",438
642,10664,Emoticon,"2020/04/29, 17:37:08",810
792,4390,Like,"2020/04/29, 17:36:41",263
683,7636,Comment,"2020/04/29, 17:02:36",998
727,11533,Emoticon,"2020/04/29, 17:10:44",717
810,5603,Comment,"2020/04/29, 17:15:05",741
887,12294,Like,"2020/04/29, 16:42:16",983
717,3469,Comment,"2020/04/29, 17:17:54",284
508,1217,Emoticon,"2020/04/29, 16:29:27",931
592,13091,Comment,"2020/04/29, 17:02:22",5
721,9910,Like,"2020/04/29, 17:20:24",298
704,1652,Like,"2020/04/29, 17:00:02",625
821,11907,Comment,"2020/04/29, 17:16:06",605
792,3680,Like,"2020/04/29, 17:12:47",991
656,6383,Comment,"2020/04/29, 16:10:38",413
652,10213,Comment,"2020/04/29, 16:18:32",415
604,5852,Like,"2020/04/29, 16:07:39",147
648,13859,Comment,"2020/04/29, 17:02:52",307
145,3268,Comment,"2020/04/29, 16:54:51",439
963,1816,Like,"2020/04/29, 16:41:20",878
677,6656,Emoticon,"2020/04/29, 16:59:59",613
187,9172,Comment,"2020/04/29, 16:20:40",727
702,10821,Comment,"2020/04/29, 17:58:21",399
71,5439,Comment,"2020/04/29, 17:33:26",495
378,8362,Comment,"2020/04/29, 17:01:56",811
988,13299,Comment,"2020/04/29, 16:42:38",993
167,2036,Emoticon,"2020/04/29, 17:46:31",345
96,4710,Like,"2020/04/29, 16:57:48",127
738,10548,Comment,"2020/04/29, 17:22:56",621
702,11108,Comment,"2020/04/29, 18:03:36",951
45,2534,Comment,"2020/04/29, 16:29:09",993
915,11681,Comment,"2020/04/29, 16:31:20",184
654,5422,Comment,"2020/04/29, 16:48:01",124
69,5739,Like,"2020/04/29, 16:26:54",16
712,1121,Emoticon,"2020/04/29, 17:07:17",751
665,6310,Emoticon,"2020/04/29, 17:19:39",438
950,13154,Comment,"2020/04/29, 16:54:07",419
390,10009,Comment,"2020/04/29, 17:21:31",801
659,6412,Like,"2020/04/29, 17:45:10",459
639,4686,Comment,"2020/04/29, 16:39:31",232
636,6022,Emoticon,"2020/04/29, 16:39:13",793
676,7802,Comment,"2020/04/29, 17:03:05",233
653,13732,Emoticon,"2020/04/29, 16:26:02",629
792,1088,Comment,"2020/04/29, 16:21:38",894
671,5470,Comment,"2020/04/29, 16:48:40",800
616,7905,Like,"2020/04/29, 16:35:13",757
688,13840,Emoticon,"2020/04/29, 18:00:45",997
87,1782,Emoticon,"2020/04/29, 16:40:16",524
676,2042,Emoticon,"2020/04/29, 17:01:51",124
74,6532,Emoticon,"2020/04/29, 18:36:20",984
727,8650,Emoticon,"2020/04/29, 15:48:36",472
635,13386,Comment,"2020/04/29, 17:44:03",926
771,8195,Like,"2020/04/29, 15:44:28",999
509,5863,Comment,"2020/04/29, 17:34:44",720
944,6674,Emoticon,"2020/04/29, 16:53:26",10
812,11525,Emoticon,"2020/04/29, 17:11:45",31
659,11184,Emoticon,"2020/04/29, 17:02:43",758
634,8285,Like,"2020/04/29, 17:57:26",670
646,7916,Comment,"2020/04/29, 16:01:06",187
638,12100,Comment,"2020/04/29, 16:51:28",283
74,12051,Comment,"2020/04/29, 16:35:55",458
706,3972,Emoticon,"2020/04/29, 17:03:52",784
706,7478,Like,"2020/04/29, 17:13:44",144
525,6692,Comment,"2020/04/29, 17:49:49",828
814,8179,Comment,"2020/04/29, 16:58:52",480
702,13675,Emoticon,"2020/04/29, 15:33:40",593
950,9883,Like,"2020/04/29, 16:54:10",647
611,10233,Emoticon,"2020/04/29, 16:52:32",91
642,4639,Like,"2020/04/29, 17:11:04",567
729,2122,Emoticon,"2020/04/29, 16:31:21",291
682,5540,Like,"2020/04/29, 17:49:20",758
440,7899,Comment,"2020/04/29, 17:40:36",677
658,6709,Like,"2020/04/29, 16:31:46",596
676,7955,Comment,"2020/04/29, 17:26:30",376
440,9022,Emoticon,"2020/04/29, 17:14:10",818
674,10201,Emoticon,"2020/04/29, 16:48:41",342
674,2008,Like,"2020/04/29, 16:37:04",808
808,5308,Comment,"2020/04/29, 16:59:45",773
17,11540,Like,"2020/04/29, 16:44:23",171
395,12860,Like,"2020/04/29, 16:12:44",905
722,3724,Like,"2020/04/29, 17:31:50",300
750,1926,Comment,"2020/04/29, 17:23:35",751
65,1997,Like,"2020/04/29, 16:47:03",185
706,4808,Comment,"2020/04/29, 16:23:00",572
685,2426,Emoticon,"2020/04/29, 17:42:43",223
723,14050,Like,"2020/04/29, 16:53:13",481
701,6372,Like,"2020/04/29, 16:16:08",17
473,2329,Like,"2020/04/29, 17:11:37",38
640,8725,Emoticon,"2020/04/29, 16:45:48",949
711,7963,Comment,"2020/04/29, 17:00:58",364
711,4764,Like,"2020/04/29, 17:10:40",555
692,3229,Like,"2020/04/29, 16:52:20",218
660,1336,Emoticon,"2020/04/29, 17:28:36",577
658,2973,Comment,"2020/04/29, 16:58:03",442
812,11238,Comment,"2020/04/29, 17:43:31",254
727,2230,Comment,"2020/04/29, 17:08:04",251
635,5571,Comment,"2020/04/29, 17:44:15",854
74,9946,Like,"2020/04/29, 16:58:37",765
11,9650,Like,"2020/04/29, 17:07:51",353
720,5056,Comment,"2020/04/29, 17:29:32",854
702,4841,Emoticon,"2020/04/29, 17:41:09",751
45,12406,Comment,"2020/04/29, 17:09:45",521
887,12211,Like,"2020/04/29, 16:45:19",558
663,3821,Comment,"2020/04/29, 17:36:02",48
402,11518,Like,"2020/04/29, 16:52:27",867
642,9528,Comment,"2020/04/29, 18:06:49",158
948,12316,Emoticon,"2020/04/29, 17:20:26",339
666,3338,Like,"2020/04/29, 16:40:04",637
204,4169,Comment,"2020/04/29, 17:14:39",754
508,3071,Emoticon,"2020/04/29, 16:38:34",501
509,6659,Emoticon,"2020/04/29, 17:30:01",459
74,1944,Emoticon,"2020/04/29, 16:57:48",31
735,12788,Like,"2020/04/29, 16:25:08",335
681,11179,Like,"2020/04/29, 16:52:57",404
141,4086,Like,"2020/04/29, 17:59:43",734
753,6095,Emoticon,"2020/04/29, 16:59:18",911
665,3755,Comment,"2020/04/29, 17:50:09",936
950,13126,Emoticon,"2020/04/29, 17:41:19",525
273,8452,Comment,"2020/04/29, 17:44:49",843
141,7129,Emoticon,"2020/04/29, 16:32:26",886
750,5980,Emoticon,"2020/04/29, 16:58:20",184
378,1121,Comment,"2020/04/29, 17:25:08",41
703,9583,Like,"2020/04/29, 17:02:23",321
658,8568,Like,"2020/04/29, 17:04:30",800
662,5426,Emoticon,"2020/04/29, 17:01:55",136
215,5125,Comment,"2020/04/29, 17:09:29",729
713,7353,Like,"2020/04/29, 18:00:58",150
714,5119,Comment,"2020/04/29, 16:58:51",589
652,6658,Emoticon,"2020/04/29, 17:37:54",515
656,1844,Like,"2020/04/29, 16:57:40",6
693,10692,Like,"2020/04/29, 17:58:43",178
638,3120,Like,"2020/04/29, 15:54:27",150
753,2913,Comment,"2020/04/29, 17:46:34",197
698,11346,Emoticon,"2020/04/29, 17:18:09",65
689,3588,Comment,"2020/04/29, 16:25:52",182
664,2114,Emoticon,"2020/04/29, 17:23:08",395
558,6181,Comment,"2020/04/29, 17:38:34",802
733,7852,Like,"2020/04/29, 17:28:31",608
731,14128,Comment,"2020/04/29, 16:40:39",207
521,4359,Emoticon,"2020/04/29, 16:23:37",481
644,5334,Comment,"2020/04/29, 17:16:54",365
812,13542,Comment,"2020/04/29, 18:12:26",566
636,9338,Emoticon,"2020/04/29, 17:44:42",91
634,7324,Comment,"2020/04/29, 16:59:54",833
771,1501,Comment,"2020/04/29, 17:00:41",729
595,5838,Comment,"2020/04/29, 17:08:08",17
679,10812,Comment,"2020/04/29, 17:42:33",382
931,14041,Like,"2020/04/29, 16:31:48",854
808,5544,Emoticon,"2020/04/29, 16:39:35",10
728,11160,Comment,"2020/04/29, 16:09:36",82
720,1598,Comment,"2020/04/29, 16:14:45",811
727,8712,Comment,"2020/04/29, 16:48:16",576
792,8391,Like,"2020/04/29, 17:08:06",167
71,12567,Like,"2020/04/29, 17:16:36",483
141,4953,Like,"2020/04/29, 16:35:29",704
71,11468,Like,"2020/04/29, 16:47:16",557
725,2431,Like,"2020/04/29, 16:42:54",60
708,5825,Like,"2020/04/29, 16:39:13",39
164,3841,Emoticon,"2020/04/29, 16:33:16",677
712,7464,Comment,"2020/04/29, 17:37:07",497
742,7035,Comment,"2020/04/29, 16:29:52",166
688,3995,Comment,"2020/04/29, 17:43:22",983
118,3421,Like,"2020/04/29, 16:51:32",633
702,5329,Emoticon,"2020/04/29, 15:53:51",134
688,7757,Like,"2020/04/29, 15:17:43",124
946,13527,Comment,"2020/04/29, 16:12:47",983
742,10140,Emoticon,"2020/04/29, 17:20:54",939
18,3910,Emoticon,"2020/04/29, 17:31:15",128
722,8392,Like,"2020/04/29, 17:16:20",957
740,12351,Emoticon,"2020/04/29, 16:27:26",624
287,2963,Like,"2020/04/29, 17:00:27",792
222,7322,Comment,"2020/04/29, 16:09:08",564
902,13142,Emoticon,"2020/04/29, 16:29:19",779
816,6244,Like,"2020/04/29, 15:58:27",80
145,3704,Like,"2020/04/29, 17:19:44",263
727,8454,Like,"2020/04/29, 16:54:54",221
659,8683,Emoticon,"2020/04/29, 17:37:02",303
699,11399,Comment,"2020/04/29, 18:09:04",296
974,6076,Comment,"2020/04/29, 16:50:13",556
689,6071,Comment,"2020/04/29, 15:49:56",585
285,12343,Emoticon,"2020/04/29, 16:40:48",543
721,3650,Like,"2020/04/29, 17:18:30",157
400,6532,Emoticon,"2020/04/29, 17:55:56",864
395,12653,Comment,"2020/04/29, 17:40:00",837
465,13474,Emoticon,"2020/04/29, 15:38:40",339
415,4277,Like,"2020/04/29, 16:46:21",402
691,1831,Like,"2020/04/29, 17:10:08",416
17,11240,Like,"2020/04/29, 17:17:13",450
249,6419,Emoticon,"2020/04/29, 17:10:58",906
638,11480,Comment,"2020/04/29, 17:28:55",814
572,12075,Comment,"2020/04/29, 16:23:42",238
685,1444,Comment,"2020/04/29, 17:12:50",264
792,8987,Like,"2020/04/29, 16:47:03",771
727,5081,Comment,"2020/04/29, 16:47:50",590
74,8695,Comment,"2020/04/29, 17:46:20",140
887,8309,Like,"2020/04/29, 17:09:34",207
721,12117,Emoticon,"2020/04/29, 17:19:53",285
719,9716,Like,"2020/04/29, 15:49:29",604
66,5754,Emoticon,"2020/04/29, 17:35:09",493
620,9680,Comment,"2020/04/29, 17:30:41",788
721,11649,Comment,"2020/04/29, 17:05:53",496
750,6592,Comment,"2020/04/29, 17:44:19",211
680,7452,Like,"2020/04/29, 17:47:30",690
74,6122,Like,"2020/04/29, 17:42:14",652
677,3194,Like,"2020/04/29, 17:14:05",152
963,3075,Comment,"2020/04/29, 17:59:44",540
715,3680,Like,"2020/04/29, 16:14:23",457
676,5413,Comment,"2020/04/29, 15:51:23",456
595,4572,Comment,"2020/04/29, 16:31:25",214
677,10717,Emoticon,"2020/04/29, 16:24:52",936
678,7517,Comment,"2020/04/29, 16:52:37",69
902,8346,Comment,"2020/04/29, 16:29:09",246
664,2076,Like,"2020/04/29, 17:10:59",776
741,11029,Like,"2020/04/29, 17:45:21",22
141,2814,Comment,"2020/04/29, 15:58:03",59
702,8921,Like,"2020/04/29, 16:25:40",544
45,2551,Emoticon,"2020/04/29, 16:56:31",753
395,8469,Like,"2020/04/29, 16:35:10",263
950,8603,Comment,"2020/04/29, 16:55:18",702
390,9573,Like,"2020/04/29, 18:01:47",293
52,7906,Comment,"2020/04/29, 17:38:11",453
395,3155,Emoticon,"2020/04/29, 17:58:55",576
591,2655,Like,"2020/04/29, 16:56:59",31
139,6031,Like,"2020/04/29, 17:12:22",87
73,2018,Like,"2020/04/29, 17:47:38",847
145,1967,Like,"2020/04/29, 16:43:33",393
661,9806,Emoticon,"2020/04/29, 17:53:47",493
833,7598,Comment,"2020/04/29, 16:26:43",360
734,5700,Emoticon,"2020/04/29, 16:32:12",564
670,3054,Comment,"2020/04/29, 17:40:56",302
648,12768,Comment,"2020/04/29, 16:23:41",401
640,9261,Like,"2020/04/29, 16:14:28",936
187,8874,Comment,"2020/04/29, 17:41:12",929
518,1158,Emoticon,"2020/04/29, 16:35:53",284
18,7941,Comment,"2020/04/29, 16:42:49",800
679,12846,Comment,"2020/04/29, 16:58:24",680
719,6514,Emoticon,"2020/04/29, 16:39:00",428
808,12803,Like,"2020/04/29, 17:10:42",93
788,1047,Comment,"2020/04/29, 16:50:14",268
675,10293,Like,"2020/04/29, 16:43:00",883
616,11224,Comment,"2020/04/29, 16:14:44",768
642,13308,Comment,"2020/04/29, 17:38:54",868
680,5079,Like,"2020/04/29, 17:10:37",711
639,11779,Like,"2020/04/29, 16:46:55",698
222,4021,Emoticon,"2020/04/29, 16:39:17",941
950,1954,Like,"2020/04/29, 18:16:56",353
706,8915,Like,"2020/04/29, 16:49:19",216
682,3993,Emoticon,"2020/04/29, 18:00:06",847
270,10125,Comment,"2020/04/29, 17:40:48",976
653,14112,Emoticon,"2020/04/29, 16:48:55",588
810,7800,Like,"2020/04/29, 16:59:45",969
732,6394,Emoticon,"2020/04/29, 17:42:04",469
741,5897,Like,"2020/04/29, 17:07:34",706
238,6892,Comment,"2020/04/29, 16:46:30",651
649,7240,Emoticon,"2020/04/29, 17:05:06",868
741,3664,Comment,"2020/04/29, 17:11:17",578
87,2588,Emoticon,"2020/04/29, 17:11:54",984
595,13663,Like,"2020/04/29, 17:05:50",996
711,1862,Like,"2020/04/29, 17:10:32",916
